Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
16. The Woman in Red,1935,1h 8m,Approved,6.1,918,,A polo player's wife becomes the mystery woman in a Long Island horsy-set murder trial.,https://www.imdb.com/title/tt0027228/?ref_=sr_i_16,"['Wallace Irwin', 'Mary C. McCall Jr.', 'Peter Milne']",['Robert Florey'],"['Barbara Stanwyck', 'Gene Raymond', 'Genevieve Tobin', 'John Eldredge', 'Phillip Reed', 'Dorothy Tree', 'Russell Hicks', 'Nella Walker', 'Claude Gillingwater', 'Doris Lloyd']",,,,,"February 16, 1935",['United States'],"['San Pedro Breakfast Club, Los Angeles, California, USA (racing scenes)']",['First National Pictures'],,['Drama'],['English']
17. The Devil Is a Woman,1935,1h 19m,Approved,6.9,4.1K,,"A young man is warned by a captain about a temptress; nonetheless, he finds himself falling in love with her.",https://www.imdb.com/title/tt0026276/?ref_=sr_i_17,"['John Dos Passos', 'Pierre Louÿs', 'David Hertz']",['Josef von Sternberg'],"['Marlene Dietrich', 'Lionel Atwill', 'Edward Everett Horton', 'Alison Skipworth', 'Cesar Romero', 'Don Alvarado', 'Tempe Pigott', 'Francisco Moreno', 'Max Barwyn', 'Eumenio Blanco']","$800,000 (estimated)",,"$2,495",,"March 15, 1935",['United States'],"['Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA']",['Paramount Pictures'],"Awards, 1 win & 1 nomination total","['Comedy', 'Drama', 'Romance']","['English', 'Spanish']"
18. Les Misérables,1935,1h 48m,Approved,7.6,4.1K,,"In early 19th century France, an ex-convict who failed to report for parole is relentlessly pursued over a 20-year period by an obsessive police inspector.",https://www.imdb.com/title/tt0026725/?ref_=sr_i_18,"['Victor Hugo', 'W.P. Lipscomb']",['Richard Boleslawski'],"['Fredric March', 'Charles Laughton', 'Cedric Hardwicke', 'Rochelle Hudson', 'Frances Drake', 'John Beal', 'Florence Eldridge', 'Jessie Ralph', 'Mary Forbes', 'Florence Roberts']","$1,000,000 (estimated)",,,,"April 20, 1935",['United States'],,['20th Century Pictures'],"Nominated for 4 Oscars, 4 wins & 4 nominations total","['Period Drama', 'Drama', 'History', 'Romance']",['English']
19. Murder on a Honeymoon,1935,1h 14m,Approved,6.7,1K,,A schoolteacher and amateur sleuth suspects foul play when a fellow passenger on a sea-plane gets sick and dies.,https://www.imdb.com/title/tt0026744/?ref_=sr_i_19,"['Seton I. Miller', 'Robert Benchley', 'Stuart Palmer']",['Lloyd Corrigan'],"['Edna May Oliver', 'James Gleason', 'Lola Lane', 'George Meeker', 'Dorothy Libaire', 'Harry Ellerbe', 'Chick Chandler', 'Willie Best', 'Leo G. Carroll', 'DeWitt Jennings']",,,,,"February 22, 1935",['United States'],"['Catalina Casino - 1 Casino Way, Avalon, Santa Catalina Island, Channel Islands, California, USA']",['RKO Radio Pictures'],,"['Comedy', 'Drama', 'Mystery']",['English']
20. Anna Karenina,1935,1h 35m,Approved,7.0,5.9K,,"The married Anna Karenina falls in love with Count Vronsky despite her husband's refusal to grant a divorce, and both must contend with the social repercussions.",https://www.imdb.com/title/tt0026071/?ref_=sr_i_20,"['Lev Tolstoy', 'Clemence Dane', 'Salka Viertel']",['Clarence Brown'],"['Greta Garbo', 'Fredric March', 'Freddie Bartholomew', ""Maureen O'Sullivan"", 'May Robson', 'Basil Rathbone', 'Reginald Owen', 'Phoebe Foster', 'Reginald Denny', 'Gyles Isham']","$1,152,000 (estimated)",,,,"November 1, 1935",['United States'],"['Monterey Peninsula, California, USA (Racetrack & Steeplechase scenes)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 4 wins total","['Period Drama', 'Drama', 'Romance']",['English']
21. Werewolf of London,1935,1h 15m,Approved,6.3,6.9K,,"After botanist Wilfred Glendon travels to Tibet in search of a rare flower, the Mariphasa, he returns to a London haunted by murders that can only be the work of bloodthirsty werewolves.",https://www.imdb.com/title/tt0027194/?ref_=sr_i_21,"['John Colton', 'Robert Harris', 'Harvey Gates']",['Stuart Walker'],"['Henry Hull', 'Warner Oland', 'Valerie Hobson', 'Lester Matthews', 'Lawrence Grant', 'Spring Byington', 'Clark Williams', 'J.M. Kerrigan', 'Charlotte Granville', 'Ethel Griffies']","$195,393 (estimated)",,,,"May 13, 1935",['United States'],"['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']",['Universal Pictures'],"Awards, 2 nominations total","['Dark Fantasy', 'Werewolf Horror', 'Drama', 'Fantasy', 'Horror']","['English', 'Cantonese', 'Latin']"
22. The Dark Angel,1935,1h 46m,Approved,6.6,1K,,"The close relationship between a woman and her two male childhood friends is tested when she accepts a marriage proposal from one of them, while the burgeoning First World War threatens to change their lives forever.",https://www.imdb.com/title/tt0026264/?ref_=sr_i_22,"['Lillian Hellman', 'Mordaunt Shairp', 'Guy Bolton']",['Sidney Franklin'],"['Fredric March', 'Merle Oberon', 'Herbert Marshall', 'Janet Beecher', 'John Halliday', 'Henrietta Crosman', 'Frieda Inescort', 'Claud Allister', 'Cora Sue Collins', 'Fay Chaldecott']","$1,000,000 (estimated)",,,,"September 8, 1935",['United States'],"['Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA (Studio)']",['Samuel Goldwyn Productions'],"Won 1 Oscar, 5 wins & 2 nominations total","['Drama', 'Romance']",['English']
23. The Whole Town's Talking,1935,1h 33m,Approved,7.2,3.5K,,"A meek milquetoast clerk is mistaken for public enemy N° 1, and the notorious killer takes advantage of the situation.",https://www.imdb.com/title/tt0027214/?ref_=sr_i_23,"['Jo Swerling', 'Robert Riskin', 'W.R. Burnett']",['John Ford'],"['Edward G. Robinson', 'Jean Arthur', 'Arthur Hohl', 'James Donlan', 'Arthur Byron', 'Wallace Ford', 'Donald Meek', 'Etienne Girardot', 'Edward Brophy', 'Paul Harvey']",,,,,"February 22, 1935",['United States'],"['Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA']",['Columbia Pictures'],,"['Screwball Comedy', 'Comedy', 'Crime', 'Drama']",['English']
24. She,1935,1h 41m,Approved,6.4,2K,,"A group of explorers search for the legendary ""flame of life"", a mysterious force that bestows immortality.",https://www.imdb.com/title/tt0026983/?ref_=sr_i_24,"['Ruth Rose', 'Dudley Nichols', 'H. Rider Haggard']","['Lansing C. Holden', 'Irving Pichel']","['Helen Gahagan', 'Randolph Scott', 'Helen Mack', 'Nigel Bruce', 'Julius Adler', 'Ray Corrigan', 'Jerry Frank', 'Arnold Gray', 'Lumsden Hare', 'Samuel S. Hinds']",,,,,"July 12, 1935",['United States'],"['Prudential Studios - 5300 Melrose Avenue, Los Angeles, California, USA (Studio)']",['Merican C. Cooper Productions'],"Nominated for 1 Oscar, 1 win & 3 nominations total","['Quest', 'Supernatural Fantasy', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",['English']
25. Alice Adams,1935,1h 39m,Approved,6.9,4.7K,,A working-class girl is thwarted and embarrassed in her attempts to move up socially by her gauche family and unstable father.,https://www.imdb.com/title/tt0026056/?ref_=sr_i_25,"['Booth Tarkington', 'Dorothy Yost', 'Mortimer Offner']",['George Stevens'],"['Katharine Hepburn', 'Fred MacMurray', 'Fred Stone', 'Evelyn Venable', 'Frank Albertson', 'Ann Shoemaker', 'Charley Grapewin', 'Grady Sutton', 'Hedda Hopper', 'Jonathan Hale']",,,,,"November 13, 1935",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['RKO Radio Pictures'],"Nominated for 2 Oscars, 4 wins & 3 nominations total","['Comedy', 'Drama', 'Romance']",['English']
26. The Invisible Ray,1935,1h 20m,Approved,6.5,3.2K,,"A scientist becomes murderous after discovering, and being exposed to the radiation of, a powerful new element called Radium X.",https://www.imdb.com/title/tt0027800/?ref_=sr_i_26,"['John Colton', 'Howard Higgin', 'Douglas Hodges']",['Lambert Hillyer'],"['Boris Karloff', 'Bela Lugosi', 'Frances Drake', 'Frank Lawton', 'Violet Kemble Cooper', 'Walter Kingsford', 'Beulah Bondi', 'Frank Reicher', 'Paul Weigel', 'Georges Renavent']",,,,,"January 20, 1936",['United States'],"['Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Hunchback of Notre Dame church set)']",['Universal Pictures'],"Awards, 1 win total","['Horror', 'Sci-Fi', 'Thriller']","['English', 'French']"
27. David Copperfield,1935,2h 10m,Approved,7.3,4.9K,91.0,A gentle orphan discovers life and love in an indifferent adult world.,https://www.imdb.com/title/tt0026266/?ref_=sr_i_27,"['Charles Dickens', 'Hugh Walpole', 'Howard Estabrook']",['George Cukor'],"['Freddie Bartholomew', 'Frank Lawton', 'Edna May Oliver', 'Elizabeth Allan', 'Jessie Ralph', 'Harry Beresford', 'Hugh Walpole', 'Basil Rathbone', 'Herbert Mundin', 'John Buckler']",,,"$6,679,520",,"June 20, 1935",['United States'],"['Malibu, California, USA (Dover scenes)']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 3 Oscars, 3 wins & 4 nominations total","['Period Drama', 'Adventure', 'Drama', 'Family', 'Romance']",['English']
28. Mark of the Vampire,1935,1h,Approved,6.2,5.8K,,"When a nobleman is murdered, a professor of the occult blames vampires, but not all is what it seems.",https://www.imdb.com/title/tt0026685/?ref_=sr_i_28,"['Guy Endore', 'Bernard Schubert', 'John L. Balderston']",['Tod Browning'],"['Lionel Barrymore', 'Elizabeth Allan', 'Bela Lugosi', 'Lionel Atwill', 'Jean Hersholt', 'Henry Wadsworth', 'Donald Meek', 'Jessie Ralph', 'Ivan F. Simpson', 'Franklyn Ardell']","$305,177 (estimated)",,,,"April 26, 1935",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 1 nomination total","['Horror', 'Mystery']","['English', 'Czech']"
29. Naughty Marietta,1935,1h 45m,Approved,6.5,1.6K,,"In order to avoid a prearranged marriage, a rebellious French princess sheds her identity and escapes to colonial New Orleans, where she finds an unlikely true love.",https://www.imdb.com/title/tt0026768/?ref_=sr_i_29,"['Rida Johnson Young', 'John Lee Mahin', 'Frances Goodrich']","['Robert Z. Leonard', 'W.S. Van Dyke']","['Jeanette MacDonald', 'Nelson Eddy', 'Frank Morgan', 'Elsa Lanchester', 'Douglass Dumbrille', 'Joseph Cawthorn', 'Cecilia Parker', 'Walter Kingsford', 'Greta Meyer', 'Akim Tamiroff']",,,,,"March 29, 1935",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Won 1 Oscar, 5 wins & 1 nomination total","['Drama', 'Musical', 'Romance']",['English']
30. Becky Sharp,1935,1h 24m,Approved,5.8,1.4K,,"Against the backdrop of Napoleon's Waterloo campaign, an ambitious woman from a family of entertainers begins a destructive climb up the social ladder.",https://www.imdb.com/title/tt0026104/?ref_=sr_i_30,"['William Makepeace Thackeray', 'Francis Edward Faragoh', 'Langdon Mitchell']",['Rouben Mamoulian'],"['Miriam Hopkins', 'Frances Dee', 'Cedric Hardwicke', 'Billie Burke', 'Alison Skipworth', 'Nigel Bruce', 'Alan Mowbray', 'G.P. Huntley', 'William Stack', 'George Hassell']","$950,000 (estimated)",,,,"June 28, 1935",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['Pioneer Pictures Corporation'],"Nominated for 1 Oscar, 4 wins & 3 nominations total","['Drama', 'Romance', 'War']","['English', 'French']"
31. Sylvia Scarlett,1935,1h 35m,Approved,6.2,4.7K,,"When her father decides to flee to England, young Sylvia Scarlett must become Sylvester Scarlett and protect her father every step of the way, with the questionable help of plenty others.",https://www.imdb.com/title/tt0027067/?ref_=sr_i_31,"['Gladys Unger', 'John Collier', 'Mortimer Offner']",['George Cukor'],"['Katharine Hepburn', 'Cary Grant', 'Brian Aherne', 'Edmund Gwenn', 'Robert Adair', 'Bunny Beatty', 'May Beatty', 'Daisy Belmore', 'Carmen Beretta', 'Nina Borget']","$641,000 (estimated)",,,,"January 3, 1936",['United States'],"['Leo Carrillo State Beach - 35000 W. Pacific Coast Highway, Malibu, California, USA']",['RKO Radio Pictures'],"Awards, 1 win total","['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['English', 'French']"
32. Dante's Inferno,1935,1h 29m,Approved,6.6,964,,"Jim Carter moves in on the McWade's carnival concession which shows scenes from Dante's ""Inferno"". He makes it a going concern, marrying Betty along the way. An inspector calls the amusement pier unsafe but Carter bribes him. The pier collapses, leading to the inspector's suicide, injury to Pop McWade, trial for Carter, and Betty's leaving him. Carter starts over with an unsafe floating casino.",https://www.imdb.com/title/tt0026262/?ref_=sr_i_32,"['Philip Klein', 'Robert Yost', 'Dante Alighieri']",['Harry Lachman'],"['Spencer Tracy', 'Claire Trevor', 'Henry B. Walthall', 'Alan Dinehart', 'Scotty Beckett', 'Robert Gleckler', 'Rita Hayworth', 'Gary Leon', 'Willard Robertson', 'Morgan Wallace']","$748,900 (estimated)",,,,"August 23, 1935",['United States'],"['Ocean Park Pier, Santa Monica, California, USA (exterior views showing rides including Loop-O-Plane and Chute-the-Chutes)']",['Fox Film Corporation'],"Awards, 1 nomination total","['Drama', 'Romance']",['English']
33. The Little Colonel,1935,1h 21m,PG,7.0,2K,,"In the post-Civil war south, a darling little girl attempts to restore the peace between her parents and her plantation owner grandfather.",https://www.imdb.com/title/tt0016029/?ref_=sr_i_33,"['William M. Conselman', 'Anne Fellows Johnston', 'David Butler']",['David Butler'],"['Shirley Temple', 'Lionel Barrymore', 'Evelyn Venable', 'John Lodge', 'Bill Robinson', 'Sidney Blackmer', 'Stephen Chase', 'William Burress', 'Frank Darien', 'Robert Warwick']",,,,,"February 22, 1935",['United States'],,['Fox Film Corporation'],"Awards, 2 wins & 1 nomination total","['Comedy', 'Family', 'Musical', 'Romance']",['English']
34. The Lives of a Bengal Lancer,1935,1h 49m,Approved,7.0,3.4K,,Three British soldiers on the Northwest Frontier of India struggle against the enemy - and themselves.,https://www.imdb.com/title/tt0026643/?ref_=sr_i_34,"['Waldemar Young', 'John L. Balderston', 'Achmed Abdullah']",['Henry Hathaway'],"['Gary Cooper', 'Franchot Tone', 'Richard Cromwell', 'Guy Standing', 'C. Aubrey Smith', 'Kathleen Burke', 'Douglass Dumbrille', 'Monte Blue', 'Colin Tapley', 'Akim Tamiroff']",,,"$3,270,000","$2,180,000","February 1, 1935",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],"Won 1 Oscar, 2 wins & 6 nominations total","['Adventure', 'Drama', 'War']",['English']
